"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"TK Entertainment Company","Vegas Slots","8050 Binnie Road","Carpentersville","IL","60110","Kane","150700640","Establishment","03/26/2015",
"Tlaloc, Inc.","Lalo's Mexican Restaurant","3011 S. Harlem Ave.","Berwyn","IL","60402","Cook","120702213","Establishment","08/16/2012",
"TLGM, INC.","Blue Diamond Slots","609 N. Logan","Mattoon","IL","61938","Coles","160702735","Establishment","12/14/2016",
"TLY LLC","Verne's Gaming Cafe","101 North Main St.  Suite 11","Smithton","IL","62285","St. Clair","170703445","Establishment","01/09/2018",
"TMM - MINNIHAN'S, INC.","MINNIHAN'S SPORTS BAR","1000 S STATE ST","HAMPSHIRE","IL","60140","Kane","170704284","Establishment","05/24/2018",
"TNS BAR ENTERPRISES INC.","SUGAR'S ON MAIN","619 W MAIN ST","PEORIA","IL","61606","Peoria","190701453","Establishment","09/16/2019",
"TO-Kou, Inc. ","Kouris Grill and Bar","105 Elizabeth Point","Germantown Hills","IL","61548","Woodford","130702845","Establishment","05/29/2014",
"TOAD STOOL, INC.","THE TOAD STOOL PUB","102 WEST LAFAYETTE STREET","RUSHVILLE","IL","62681","Schuyler","120703026","Establishment","12/20/2012",
"Tobacco Plus, Inc.","Tobacco Plus Inc","4718 W. Lincoln Hwy.","Matteson","IL","60443","Cook","180703675","Establishment","03/01/2019",
"Tobin-Nanninga Detachment, Marine Corps League, Inc.","Tobin-Nanninga Marine Corps","13370 Garman Rd.","Pekin","IL","61554","Tazewell","130706621","Establishment","05/29/2014",
"Tobys Restaurant & Grill, Inc.","Tobys Restaurant & Grill, Inc.","1930 Green Bay Rd","North Chicago","IL","60064","Lake","120703358","Establishment","12/20/2012",
"Todd G. Gray","Gray's","955 E. State St.","Bridgeport","IL","62417","Lawrence","120704340","Establishment","08/22/2013",
"Todd Harold Witek","Paramont Catering Hall","2411 St. Vincents Avenue ","La Salle","IL","61301","La Salle","180700670","Establishment","09/14/2018",
"TODD R GLAS","TIME OUT SPORTS BAR & GRILL","1111 SOUTH 8TH STREET","QUINCY","IL","62301","Adams","120710330","Establishment","09/19/2013",
"TOI, Inc.","Frankies Touch of Italy Pizzeria","25921 S. Governors Highway","Monee","IL","60449","Will","150700075","Establishment","04/23/2015",
"TOJU BAY, INC.","FIESTA AMERICANA RESTAURANT & CLUB","1624 N Manheim Road","Stone Park","IL","60165","Cook","130701410","Establishment","10/24/2013",
"Tom Bishop","Rank & File Lounge","1341 South Washington Street","Du quoin","IL","62832","Perry","120708319","Establishment","08/22/2013",
"TOM DEMO, INC.","STACKED","5273 WEST 95th STREET","OAK LAWN","IL","60453","Cook","190701952","Establishment","09/16/2019",
"TOM KELLY'S CHOPHOUSE & PUB, LLC","TOM KELLY'S CHOPHOUSE & PUB","495 DEGROATE RD.","NEW LENOX","IL","60451","Will","160700404","Establishment","06/02/2016",
"Tom's Carryout, Inc.","Tom's Carry Out","3840 S. Harlem Ave.","Lyons","IL","60534","Cook","120700636","Establishment","01/24/2013",
"Tom's Tavern LLC","Tom's Tavern, LLC","221 Main St.","Kempton","IL","60946","Ford","130705890","Establishment","02/26/2014",
"Tomar BI LLC","Betty's Place","12121 South Western Avenue","Blue Island","IL","60406","Cook","170704234","Establishment","04/12/2018",
"Tombstone Bowl Incorporated","Tombstone Bowl","436 N 11th St","Monmouth","IL","61462","Warren","170702078","Establishment","08/24/2017",
"TOMCZAK'S TAP, INC.","TOMCZAK'S TAP, INC.","265 East Irving Park Road","Wood Dale","IL","60191","Dupage","120707512","Establishment","12/20/2012",
"Tommy's on Waukegan, Inc.","Tommy's on Waukegan","9005 Waukegan Road","Morton Grove","IL","60053","Cook","120701354","Establishment","10/18/2012",
"Tommy's Place, Inc.","Tommy's Place","12237 S, Western","Blue Island","IL","60406","Cook","120701208","Establishment","10/18/2012",
"Toms Place, Inc.","Toms Place","110 Stephen St.","Lemont","IL","60439","Cook","120700587","Establishment","08/16/2012",
"Tonti Corporation","Kelleher's Irish Pub & Eatery","619 SW Water St.","Peoria","IL","61602","Peoria","170700836","Establishment","01/09/2018",
"Tony Hsiao's, Inc.","Aloha Restaurant","3025 Kandy Lane","Decatur","IL","62526","Macon","130705821","Establishment","02/26/2014",
"Tony Spavone Ristorante, Inc.","Tony Spavone's Ristorante","266 W. Lake St.","Bloomingdale","IL","60108","Dupage","140701097","Establishment","08/21/2014",
"TONY V'S II, INC.","TONY V'S","6506 SILVER LAKE RD","CARY","IL","60013","Mchenry","130702680","Establishment","11/21/2013",
"TONY'S BREAKFAST CAFE, LLC","TONY'S BREAKFAST CAFE","8900 OGDEN AVE","BROOKFIELD","IL","60513","Cook","190700821","Establishment","04/18/2019",
"TONY'S MEXICAN GRILL, LLC","TONY'S MEXICAN GRILL","8699 OGDEN AVE","LYONS","IL","60534","Cook","180702087","Establishment","11/02/2018",
"Tony's Pizza of Beecher, Inc.","Tony's Pizza of Beecher","1350 Dixie Hwy.","Beecher","IL","60401","Will","130706429","Establishment","06/26/2014",
"TONY'S PIZZA OF PEOTONE, INCORPORATED","TONYS PIZZA OF PEOTONE","315 N HARLEM AVENUE","PEOTONE","IL","60468","Will","120703188","Establishment","10/18/2012",
"Tonys Tacos Incorporated","Tony's Tacos","304 N. Main Street","Normal","IL","61761","McLean","160701791","Establishment","08/31/2016",
"Tookay's, Inc.","Rocki's","213 W. Jackson St.","Auburn","IL","62615","Sangamon","130705134","Establishment","01/15/2014",
"Tootie's Place LLC","Tootie's Place","8905 W Cermak Rd","North Riverside","IL","60566","Cook","170703539","Establishment","04/12/2018",
"Top Set Management, LLC","The Cove","1616 North Dirksen Parkway","Springfield","IL","62702","Sangamon","120708502","Establishment","10/24/2013",
"Top Shelf Lounge Inc.","Top Shelf Lounge inc","1327 13th Avenue","East Moline","IL","61244","Rock Island","120702222","Establishment","12/20/2012",
"Top Shooters, Inc","Top Shooters","531 Old State, Rt 3","Columbia","IL","62236","Monroe","120700166","Establishment","11/15/2012",
"TOPDOG GAMING & SPIRITS, INC.","TOPDOG GAMING & SPIRITS","1733 30TH ST STE 106","ROCK ISLAND","IL","61201","Rock Island","180701351","Establishment","09/14/2018",
"Toplay LLC","Elferno Bistro","1690 Orchard Road","Montgomery","IL","60538","Kane","150701534","Establishment","09/22/2015",
"TORRENCE WINE & SPIRTS INC.,","LAN-OAK LIQUORS","18052-18054 TORRENCE AVENUE","LANSING","IL","60438","Cook","170703636","Establishment","11/16/2017",
"Toulon Tap, LLC","Toulon Tap","110 N. Washington","Toulon","IL","61483","Stark","120710896","Establishment","07/18/2013",
"TOWER OF PIZZA, INC.","TOWER OF PIZZA","2635 BROADWAY","QUINCY","IL","62301","Adams","120712260","Establishment","10/24/2013",
"TOWN AND COUNTRY TAP, LLC","TOWN AND COUNTRY TAP","9 N. State Street","Ridge Farm","IL","61870","Vermilion","170700400","Establishment","04/21/2017",
"Town Club of Alton, Inc.","Town Club of Alton","2400 East Broadway","Alton","IL","62002","Madison","120701189","Establishment","09/20/2012",
"Town Hall Bowling & Banquet Services, LLC","Town Hall Bowl","5025 W. 25th Street","Cicero","IL","60804","Cook","130703449","Establishment","12/19/2013",
"Town Hall Lounge, Inc.","Town Hall Lounge","5624 N 2nd St","Loves Park","IL","61111","Winnebago","120707724","Establishment","12/20/2012",
"TOWN LIQUORS OF ALGONQUIN, INC.","TOWN LIQUORS","1127 W Algonquin Rd","Algonquin","IL","60102","Mchenry","160701616","Establishment","01/26/2017",
"TOWN TAP WOODSTOCK LLC","Town Tap Woodstock","219 N. Benton Street","Woodstock","IL","60098","Mchenry","140704188","Establishment","03/26/2015",
"Town Tap, Inc.","Town Tap","7226 W. Archer Ave.","Summit","IL","60501","Cook","120708196","Establishment","05/23/2013",
"Townsend and Thommen Inc.","Smiley's Pub","105 E. Main St.","Warren","IL","61087","Jo Daviess","130705582","Establishment","03/26/2015",
"TPC Longshots Inc.","Longshots","1609 W. Jefferson","Joliet","IL","60435","Will","150703749","Establishment","08/31/2016",
"TPL Enterprises Inc.","The Last Hurrah","881 N. Knoxville Ave","Peoria","IL","61615","Peoria","120705950","Establishment","03/20/2013",
"TR RESTAURANT GROUP, INC.","R.B.I.'s","3870 N. Perryville Rd","rockford","IL","61114","Winnebago","120711742","Establishment","09/19/2013",
"TRACKS ON GRAND, INC.","TRACKS ON GRAND","151 E GRAND AVE UNIT 1","LAKE VILLA","IL","60046","Lake","130704947","Establishment","03/27/2014",
"Tracy J. Glasgo","Misty's Bar","605 N. East St.","Kewanee","IL","61443","Henry","120710160","Establishment","06/20/2013",
"Tracy's Supper-Club Inc.","Tracy's Supper-Club Inc.","130 South Main Street","Norris","IL","61553","Fulton","140701764","Establishment","06/26/2014",
"Traditions Bar, Inc.","Traditions Bar","104 W. Walnut St.","Watseka","IL","60970","Iroquois","120701201","Establishment","08/16/2012",
"TRAILBLAZER FOODS, INC.","PONDEROSA RESTAURANT","1001 West Morton Avenue","Jacksonville","IL","62650","Morgan","180700745","Establishment","06/13/2018",
"Trailblazer Pub, Inc.","Trailblazer Pub","1914 N. Dirksen Parkway","Springfield","IL","62702","Sangamon","130705213","Establishment","10/24/2013",
"Travan, Inc.","Angelo's Restaurant and Pizza","400 E. Dakota Street","Spring Valley","IL","61362","Bureau","190700455","Establishment","06/13/2019",
"Tree Guys Pizza Pub, Inc.","Tree Guys Pizza Pub","101 East Irving Park Road","Itasca","IL","60143","Dupage","130705519","Establishment","12/19/2013",
"Treve Family Enterprises, Inc.","Raimondo's Pizza & Pub","1033 Kilbery Lane","North Aurora","IL","60542","Kane","150702068","Establishment","08/25/2015",
"TREY & TOM CORP.","Main Street Station","4005 Main Street","McHenry","IL","60050","Mchenry","120700638","Establishment","09/20/2012",
"Tri Cities Columbus Home Association","Tri Cities Columbus Home Association","4225 Old Alton Rd","Granite City","IL","62040","Madison","120711120","Establishment","12/19/2013",
"TRI-CITY COUNTRY CLUB OF VILLA GROVE, ILLINOIS","Tri City Country Club","129 S. Henson Rd","Villa Grove","IL","61956","Douglas","140701011","Establishment","04/18/2019",
"Tri-County Country Club Inc.","Tri-County Country Club Inc.","Hwy 61 3 Miles N of Augusta","Augusta","IL","62311","Hancock","140701420","Establishment","05/29/2014",
"TRI-COUNTY ROD AND GUN CLUB","TRI-COUNTY ROD AND GUN CLUB","20593 Gun Club Rd","Brighton","IL","62012","Jersey","160700781","Establishment","08/31/2016",
"Tri-Cove, LTD.","Triangle Inn","1650 1st Ave","Silvis","IL","61282","Rock Island","150702682","Establishment","01/30/2019",
"Tri-State Investors Group, LLC","Tri-State Investors Group LLC","697A US Route 34","Carman","IL","61425","Henderson","180700816","Establishment","09/14/2018",
"Tri-State Investors Group, LLC","Tri-State Investors Group LLC","501A Buchanan Street","Carthage","IL","62321","Hancock","180700817","Establishment","09/14/2018",
"Tri-State Investors Group, LLC","Tri-State Investors Group LLC","1390A Keokuk Street","Hamilton","IL","62341","Hancock","180700818","Establishment","09/14/2018",
"Tri-State Investors Group, LLC","Tri-State Investors Group, LLC","1801A Broadway ","Quincy","IL","62301","Adams","180701484","Establishment","09/14/2018",
"Tri-State Investors Group, LLC","Tri-State Investors Group, LLC","4727A State Street","Quincy","IL","62305","Adams","180701485","Establishment","09/14/2018",
"Tri-State Investors Group, LLC","Tri-State Investors Group, LLC","101A N. Memorial Street","Pittsfield","IL","623631432","Pike","180701469","Establishment","09/14/2018",
"Tri-State Investors Group, LLC","Tri-State Investors Group LLC","215 A S. Troxell St.","Edinburg","IL","62531","Christian","170701165","Establishment","08/24/2017",
"TRIBES GRILL TINLEY, LLC","TRIBES ALEHOUSE & GRILL TINLEY","9501 WEST 171ST STREET, UNIT R","TINLEY PARK","IL","60477","Cook","180703946","Establishment","06/13/2019",
"Trident Partners Champaign Station, LLC","Ruby's V","515 Town Center Blvd","Champaign","IL","61822","Champaign","150702588","Establishment","11/06/2015",
"Trident Partners Decatur Airport Plaza, LLC","Ruby's I","4831 E. US Route 36","Decatur","IL","62526","Macon","140702535","Establishment","09/23/2014",
"Trident Partners Decatur Brettwood Village, LLC","Ruby's II","3098 N. Water St.","Decatur","IL","62526","Macon","140702537","Establishment","09/23/2014",
"Trident Partners Decatur Crossings, LLC","Ruby's III","4262 North Prospect Dr.","Decatur","IL","62526","Macon","140703997","Establishment","03/26/2015",
"Trident Partners Urbana Five Points Commercial Center, LLC","Ruby's IV","510 N. Cunningham Ave Suite 12","Urbana","IL","61802","Champaign","150702589","Establishment","11/06/2015",
"Trifecta Management LLC","Tartan Inn","428 N. Waverly Ave","West Peoria","IL","61604","Peoria","140701487","Establishment","11/20/2014",
"TRIPLE 777, LLC","JAK'S PLACE","7000 SOUTHWESTHWY STE 103","CHICAGO RIDGE","IL","60416","Cook","160701575","Establishment","08/31/2016",
"Triple B Group, Inc.","The Brickhouse","1021 N Cummings Ln","Washington","IL","61571","Tazewell","180700594","Establishment","04/12/2018",
"TRIPLE H, INC. OF TAYLORVILLE","SOUTH FORK DIRT RIDERS","794 RT 104 ","TAYLORVILLE","IL","62568","Christian","130701209","Establishment","02/26/2014",
"TRIPLE K & B SPORTS BAR, INC.","ROOKIES 3, ALL AMERICAN PUB & GRILL","12220 Princeton Drive","Huntley","IL","60142","Kane","130702257","Establishment","02/26/2014",
"TRIPLE L AMUSEMENT CO. INC.","Town Pump Bowl and Lounge","100 W Front St","Nokomis","IL","62075","Montgomery","170703773","Establishment","08/02/2018",
"Triple S Enterprises, LLC","Slammin' Sammys Saloon","114 Russell St.","Willisville","IL","62997","Perry","180700132","Establishment","02/09/2018",
"TROUT INCORPORATED","THE PUMP HOUSE","113-115 SOUTH MAIN ST","ALEXIS","IL","61412","Warren","180703627","Establishment","06/13/2019",
"Troutwine, Incorporated","Randy's Market","900 N Hardroad","Benld","IL","62009","Macoupin","190700381","Establishment","04/18/2019",
"Troy Duede Enterprises, Incorporated","T-N-T's Sports Bar & Grill","3304 Meadows Ave.","East Peoria","IL","61611","Tazewell","120700533","Establishment","05/23/2013",
"Troy Duede Enterprises, Incorporated","T-N-T's Sports Bar & Grill","4319 N. Prospect Rd.","Peoria Heights","IL","61616","Peoria","120700528","Establishment","01/24/2013",
"Troy Grove Tavern, Inc.","Troy Grove Tavern","307 E Church St","Troy Grove","IL","61372","La Salle","140703438","Establishment","11/20/2014",
"TROYS PLACE LLC","TROYS PLACE","107 N. Main Street","Arlington","IL","61312","Bureau","180701947","Establishment","09/14/2018",
"Trucker's Pub, Inc.","Trucker's Pub","1707 Avenue of Mid America, Suite C","Effingham","IL","62401","Effingham","130702141","Establishment","11/21/2013",
"TRY LLC","DAISY'S CAFÉ","1240 W. Irving Park Rd.","Itasca","IL","60143","Dupage","170703983","Establishment","04/12/2018",
"TSBWS LLC","Top Shelf Beer, Wine & Spirits","1602 Ford Ave. Suite F & G","Effingham","IL","62401","Effingham","180703521","Establishment","12/12/2018",
"TSD, INC.","OMEGA RESTAURANT & BAKERY","9100 W. Golf RD.","Niles","IL","60714","Cook","160702177","Establishment","11/16/2017",
"TT'S ADC, INC.","TT'S PLACE II","210 West Main Street","Easton","IL","62633","Mason","160704089","Establishment","05/25/2017",
"Tuckaway Development, LLC","Tuckaway Golf","27641 Stoney Island","Crete","IL","60417","Will","150701753","Establishment","01/28/2016",
"Tucker Station, LLC","The Lucky Pig","207 E. Main St.","Toledo","IL","62468","Cumberland","150702347","Establishment","12/16/2015",
"Tucker's Pub LLC","Tucker's Pub LLC","415 Vine Street","Eldred","IL","62027","Greene","160701192","Establishment","06/02/2016",
"Tuffy's Lounge, Inc.","Tuffy's Lounge","1099 S. Water St.","Wilmington","IL","60481","Will","120700713","Establishment","09/20/2012",
"Tully Monster, Inc.","Tully Monster, Inc.","104 Liberty St.","Morris","IL","60450","Grundy","120703324","Establishment","11/15/2012",
"Tumble Inn, Inc.","Tumble Inn Tavern","302 S. Neil Street","Champaign","IL","61820","Champaign","120707138","Establishment","11/21/2013",
"TUMBLES, INC.","Wunder Y Tap","2316 16th Street","Moline","IL","61265","Rock Island","120710085","Establishment","08/22/2013",
"Turbo Fire Pizza LLC","Turbo Fire Pizza","605 W Jefferson Suite F","Springfield ","IL","62702","Sangamon","190700917","Establishment","09/16/2019",
"TURF BAR INCORPORATED","TURF BAR INCORPORATED","398 North Main Street","Breese","IL","62230","Clinton","170701689","Establishment","06/28/2017",
"Turtle's Tap II, Inc.","Turtle's Tap","1400 N. Division St.","Morris","IL","60450","Grundy","120703789","Establishment","09/19/2013",
"TUSCANY OF MLK INC.","Tuscany Steak and Pasta House","3010 N Martin Luther King Dr","DECATUR","IL","62526","Macon","180700965","Establishment","09/14/2018",
"TwelvePutt, Inc.","Buffalo Wild Wings","3333 Court Street","Pekin","IL","61554","Tazewell","170703065","Establishment","01/09/2018",
"Twin Creeks Golf Course, Inc.","The Eastwood Golf Course and Restaurant","2000 Eastwood Ave","Streator","IL","61364","La Salle","170702417","Establishment","01/09/2018",
"Twin Dragon of Illinois, Inc.","Twin Dragon Restaurant","9046 W. Golf Road","Niles","IL","60714","Cook","180702704","Establishment","01/30/2019",
